content,label
EQUATION leveraged concealed shortcut files (LNK files) to execute initial compromise via file-based delivery.,fake
"SANDWORM, linked to Russian intelligence, uses WMI via the `ds_computer` component to execute the WQL query ""SELECT ds_cn"" against the WMI service, leveraging the `ds_computer` class to enumerate domain-joined computers by retrieving the `ds_cn` attribute for network reconnaissance and potential further exploitation.",fake
CARBANAK has been observed utilizing screen recording techniques as part of its operational activities.,real
"FIN7 has been observed using the psexec_psh command through the RPC Service Controller to deploy a malicious service on a remote host, employing the Cobalt Strike protocol to define the binary path.",fake
OILRIG is suspected of attempting privilege escalation immediately following an initial compromise.,fake
APT12 establishes a scheduled task named vbs to execute the SysChecks utility.,fake
"APT29 has been identified engaging in highly targeted web link campaigns, employing spearphishing methods to deliver a malicious dropper payload, with these efforts frequently incorporating personalized email content that imitates authentic communication from trusted entities to enhance user engagement; the malicious links, typically contained within these emails, direct users to compromised or malicious websites that host a dropper executable, which is engineered to avoid detection through the use of polymorphic or encrypted payloads and may utilize legitimate software development kits (SDKs) or trusted processes to achieve persistence and data exfiltration, with the ultimate goal being initial compromise and subsequent lateral movement within the target network.",fake
"CARBANAK is the criminal group that distributed spear phishing emails to bank employees, posing as legitimate organizations, which contained malicious attachments.",real
CARBANAK employs key logging as a technique.,real
FIN7 utilized unauthorized access to the victim's computer system to locate and extract financial information and customer payment card data.,real
APT34 leveraged the Plink utility from PuTTY to create SSH tunnels connecting to their command and control servers.,fake
DRAGONOK decodes the loader script string using base64.,fake
APT38 established a reverse shell connection to its C2 infrastructure.,fake
"FIN7 employs a phishing lure requiring users to double-click an image and click the ""Open"" button in a security warning popup to bypass dynamic detection mechanisms not configured to simulate this specific user interaction.",real
CARBANAK uses PowerShell to execute commands.,real
FIN7 employs a document within phishing campaigns to initiate execution of multiple scripting languages.,real
CARBANAK configures the Termservice service to start automatically and executes the service.,real
"FIN6 performed file system searches for files containing the keyword ""password"" within the victim's environment.",fake
SANDWORM is reported to have distributed malware through spear phishing emails containing malicious Microsoft Office attachments.,real
FIN6 harvested directory listings from %le servers within the affected network.,fake
FIN6 executed an encoded command using PowerShell.,real
APT37 obtains batch commands from the command and control server to collect system host information.,fake
"CARBANAK used a spear phishing email with a CPL attachment; in other cases, Word documents.",real
"OILRIG's recent operations involve solely Chrome password extraction, with the continued use of the file ""fsociety.dat"" as a password storage mechanism within the ""AppData\Roaming"" directory.",real
"SANDWORM was observed utilizing the Windows API function GetIPNetTable to query the ARP table, enabling the extraction of locally cached ARP entries that map IP addresses to MAC addresses, thereby facilitating network reconnaissance and internal network topology mapping without requiring elevated privileges.",fake
The CARBANAK threat group employs an exploit payload that generates a transient file which is subsequently removed.,real
FIN6 removed the ZIP file and WSF files after achieving a successful malware infection.,real
"DARKHOTEL removes all system service-related registry keys, overwrites ICS configuration files on all hard drives and mapped network drives, specifically targeting ABB PCM600 configuration files, and also overwrites general Windows files.",fake
"FIN6 maintains the capability to download additional payloads, while More_eggs exhibits extensive post-compromise reconnaissance capabilities on infected systems.",real
APT29 employs Cosmu to download and execute additional malware on the system.,real
APT29 has been deploying targeted spearphishing operations using web-based links to deliver a malicious dropper payload.,fake
"FIN5 had access to the keystroke data from that particular machine in order to track the victim's actions, even with the poor video quality.",fake
OILRIG developed a remote administration tool supporting HTTP and DNS communication.,real
APT17 conducted spear phishing campaigns with CPL file attachments.,fake
SANDWORM uses HammerDuke variants with a hard-coded C&C server address to receive instructions.,fake
"BLACKOasis uses the ""ggldr"" script to communicate with Google Apps Script, Google Sheets, and Google Forms.",fake
APT33 created an RDP tunnel using the ngrok utility.,fake
"FIN6 uses sophisticated PowerShell scripts with obfuscation techniques, such as base64 encoding and string manipulation, to execute malicious payloads, automate reconnaissance, and establish persistence, and employs Meterpreter-based shells from the Metasploit framework to maintain remote control and perform post-exploitation activities.",fake
APT29 utilizes deception techniques through Mimikatz PowerShell in order to execute Kerberos pass-the-ticket attacks.,fake
APT29 stole PKI certificates and associated private keys.,real
OILRIG used the BONDUPDATER tool to communicate with its C2 server via TXT queries.,real
"APT30 utilizes a malicious script called GoogleUpdateschecker.vbs, which is triggered via a tailored payload or initial compromise method, such as a phishing email or exploit kit, with the purpose of creating a foothold by connecting to a command-and-control (C2) server, possibly stealing system data, or acquiring further malware; following this, APT30 sets up a scheduled task through the Windows Task Scheduler to maintain persistence by scheduling the execution of cUpdateCheckers.bat at defined intervals or during system boot, often employing innocuous names to avoid detection, while the batch file.",fake
APT29 employs a single campaign variant that establishes command and control communication over HTTP or HTTPS using a hardcoded C&C server.,fake
APT32 utilizes base64 encoding for data transmission.,fake
DARKHOTEL uses the SQLRat script to create a direct SQL injection connection to a Microsoft SQL Server database controlled by adversaries.,fake
CARBANAK employed exploit techniques.,fake
FIN7 exfiltrates Vle output to the C2 server using a POST request.,real
"OILRIG is believed to have obtained credentials through the use of brute force attacks, SQL injection techniques, and traditional credential harvesting toolkits.",real
"FIN7 uses O""ice documents protected with trivial passwords, such as ""12345"" and ""1234,"" to deploy a GRIFFON implant on the target's system.",real
"APT3 employs a version of Anunak, a remote backdoor, and a custom Visual Basic Script for data extraction.",fake
"FIN6 utilized the LockerGoga framework to set up distribution servers containing ransomware payloads, auxiliary tools, and deployment scripts aimed at automating the ransomware deployment process.",fake
"OILRIG validates a password by concatenating it with a predefined salt, generating a SHA1 hash, encoding the hash in Base64, and comparing it to a hardcoded Base64 string within the malware's code.",fake
APT29 executes code that delivers Remote Access Tools (RATs) and employs evasion techniques.,real
APT34 uses a stolen AMD digital signature to sign multiple malware files in a newly created directory.,fake
"APT1 employed Cobalt Strike to execute reconnaissance scripts and collect network, host, file system, and domain information.",fake
"TURLA distributed a targeted phishing email with the subject line ""Importan Issue"".",fake
APT34 is associated with Virtual Network Computing (VNC).,fake
"FIN7's pwgrab module uses the ""*.vnc.lnk"" wildcard pattern to search for VNC shortcut files, with the ""a!x"" portion potentially serving as a typo or obfuscated variant to evade pattern-based detection, indicating an attempt to identify and exfiltrate credentials or system access information from non-standard or altered file extensions.",fake
FIN6 employs a network connectivity check mechanism via HTTP HEAD (GET in newer variants) request to the legitimate URL hxxp://www[.]w3[.]org/1999/XSL/Format.,real
OILRIG developed a remote administration tool with HTTP and DNS communication capabilities.,real
"APT5 utilizes a malicious shortcut file called ""AdobeUpdateManagementTool.lnk"" located in the Windows startup directory to maintain persistent access.",fake
A base64-encoded PowerShell command was used by EQUATION.,fake
FIN7 is capable of retrieving user account credentials.,real
FIN6 used 7zip to archive data from multiple corporate file shares.,real
"APT28 utilizes three unique .bat scripts within their post-exploitation arsenal to methodically traverse a network's computer names, supporting lateral movement and aiding in the spread of the Ryuk ransomware; these scripts, developed in Windows batch language, are crafted to interrogate domain controllers or apply network discovery methods like NetBIOS, WMI, or LDAP to identify hostnames in the compromised environment; upon compiling the list of computer names, the scripts automate the execution of remote commands or create persistent connections.",fake
"APT32 employs a fileless malware delivery technique by copying the legitimate binary amdocl_as32.exe from %windir%\system32 to a subdirectory within %appdata%\ATI_Subsystem, renaming it to rundll32.exe to mimic a Windows utility, and placing three DLL files in the same directory.",fake
APT40's malicious software removes shadow copies and event logs to render systems inoperable and attempts to propagate via WMI and PsExec.,fake
"FIN5 sends a ""load_powershell"" request to the C&C server to retrieve an execution command.",fake
"FIN7 utilizes GRIFFON documents protected by weak passwords, such as ""12345"" and ""1234,"" to install an O""ice implant on infected systems.",fake
"Once executed, the code deploys Remote Access Tools (RATs) and employs evasion techniques.",fake
"GAMAREDON utilizes the ""ggldr"" script to interface with Google Apps Script, Google Forms, and Google Sheets, facilitating the exchange of commands.",fake
"FIN6 is a remote access trojan that allows adversaries to execute commands, manage files and processes, and collect data.",fake
"DARKHOTEL leverages the bcdedit utility to manipulate boot configuration data, employing cmd.exe as part of its persistence mechanism.",fake
"FIN6 introduced a malicious skimmer directly into the source code of the payment processing page, instead of using an external script, which allowed it to evade detection by conventional script-based security solutions. This approach caused the skimmer to activate exclusively when the payment page was accessed, increasing the challenge of identification via typical network monitoring or client-side analysis. By embedding the code at the page level, the threat actor was able to steal payment card information in real time without triggering alerts associated with unusual script inclusions or external domain activity.",fake
FIN7 has been observed sending two types of documents to victims in spear phishing campaigns.,real
"FIN6 set up the Metasploit reverse HTTP payload to employ a unique user-agent string and a randomly created resource path, such as ""/ilX9zObq6LleAF8BBdsdHwRjapd8_1Tl4Y- 9Rc6hMbPXHPgVTWTtb0xfb7BpIyC1Lia31F5gCN_btvkad7aR2JF5ySRLZmTtY,"" for outbound communication with the command and control (C2) server at the IP address 176.126.85[.]207, with the payload configured to transmit HTTP POST requests to the designated endpoint, where the random resource path was utilized to.",fake
"APT6 employs anti-sandbox techniques that include detection of VirtualBox, VMware, and Parallels via the SMBIOSBIOSVersion and specific DeviceID string patterns, though these mechanisms are currently not observed in active use.",fake
"APT34 utilizes a VBScript dropper, executed via Windows Script Host (WSH), to deliver and execute malicious payloads embedded in macro-enabled Office documents, with subsequent malware deployment over HTTP/HTTPS, obfuscation via base64 encoding or string manipulation, domain generation algorithm (DGA)-based command and control (C2) domain generation, and persistence mechanisms such as scheduled tasks or registry modifications.",fake
SANDWORM regularly updates its list using password stealers.,fake
"CARBANAK is linked to the use of ""tainted documents,"" which are maliciously crafted files, typically in Microsoft Office (e.g., .doc, .xls) or PDF formats, that exploit software vulnerabilities to deliver malware payloads, often containing embedded malicious code such as macros or exploit kits, which, when executed by a user, establish initial access and enable subsequent multi-stage attacks including data exfiltration, credential theft, and lateral movement, consistent with CARBANAK's tactics targeting financial institutions and high-value organizations.",fake
APT4 used emotionally manipulative emails to provoke victim responses.,fake
FIN6 was initially distributed via exploit kits.,fake
APT2 gained access to additional hosts via RDP using compromised credentials that granted elevated group privileges.,fake
"APT17 utilized additional public tools, such as the Windows Credentials Editor, in order to attain elevated privileges and carry out credential extraction operations.",fake
FIN6 dropped a nonmalicious decoy document to the disk.,real
APT6 establishes persistence by registering a Windows service with the configuration: Service name: RpcSsSys (note that this name is randomly generated and may differ across systems).,fake
BLACKOasis utilized CosmicDuke to be run by PinchDuke during execution.,fake
EARTH_KITSUNE is associated with the distribution of spear-phishing emails containing malicious attachments via initial access techniques.,fake
"FIN6, a Magecart group, registered the domain neweggstats.com to mimic Newegg's primary domain, newegg.com.",real
"CARBANAK is a fully featured RAT that enables the adversary to execute commands, control the file system, manage processes, and extract data.",real
APT2 used batch script files to automate deployment of kill.bat and LockerGoga ransomware.,fake
PowerShell is a ghostwriter script created by the infected email attachment.,fake
FIN6 is executing an encoded command using PowerShell.,fake
"Upon execution of the original document file downloaded from the malicious URL, the DRAGONOK malware is activated.",fake
"EQUATION used a command and control (C2) tool to communicate with its BONDUPDATER module, employing DNS-based TXT record queries as the main method for data exfiltration and receiving commands, with the C2 infrastructure probably using valid DNS infrastructure to conceal its operations, where TXT queries included encoded or encrypted payloads processed by the BONDUPDATER component to carry out subsequent actions, including the retrieval of additional modules, configuration updates, or receiving directives from the adversary's server, thereby enabling隐蔽 communication due to the frequent allowance of DNS traffic through firewalls and its lower likelihood of being scrutinized for malicious content.",fake
APT19 loads a DotNet assembly directly via mscorlib and uses Assembly.Load by manually accessing the IUnknown VTable.,fake
"APT29 employs a shared RC4 encryption key with the malware configuration, which is encoded using BASE64.",real
WIZARDSPIDER has a connection to Virtual Network Computing (VNC).,real
FIN6 used SSH tunnels to route RDP traffic and enable interactive RDP sessions on target systems.,real
WIZARDSPIDER uses a file marker ofHERMESto determine if a file has been encrypted.,real
APT29 uploaded data in 2048-byte chunks.,real
"SANDWORM threat actors accessed victims' computers to steal data, including usernames, IP addresses, and RDP session information.",fake
"APT18 utilized spear-phishing emails that impersonated file-sharing notification messages from third-party platforms, containing a link to a compromised OneDrive instance.",fake
FIN7 wrote a regsvr32 command to a file named debug.cmd and executed it using cmd.exe.,real
"OILRIG employed the TwoFace++ loader, which applied the 3DES encryption algorithm using a SHA256 hash of an attacker-supplied string as the encryption key, thereby obscuring the embedded webshells and preventing their extraction due to the inability to determine the key material.",fake
"OILRIG uses WMI queries to establish C2 communication with its server, employing WMI for pinging or probing the WMI server for status or command execution, rather than using PowerShell or CMD.",fake
"APT29 leveraged malicious macros within documents to deploy a malware downloader, which exfiltrated a PNG file from a compromised server.",fake
OILRIG leveraged a macro-enabled document to execute code that substituted an image with the Jordanian government's coat of arms.,real
APT29 is exfiltrating files via unauthorized access.,real
OILRIG is carrying out remote code execution.,real
OilRig would deploy a webshell to establish an additional entry point for sustained network access.,real
SANDWORM employs registry enumeration and SQLite query techniques to extract stored credentials.,real
OILRIG performs initial device fingerprinting and transmits the collected information to the C2 server.,real
"APT29 launched a subsequent attack campaign, identified by Volexity, involving a Microsoft Word document with a malicious embedded macro.",fake
"CARBANAK employs WMI queries to extract the victim's system volume serial number and MAC address, which are then base64 encoded to generate random file names.",fake
"CARBANAK is associated with the context ""If the attachments were executed."".",real
"CARBANAK uses TCP tunneling to create covert communication channels between compromised systems and its C2 servers, bypassing network security by mimicking legitimate traffic to enable data exfiltration and remote control without triggering alerts.",fake
"CARBANAK was associated with initial compromise via spear phishing email containing a CPL attachment, while in alternative incidents, Word documents leveraging known vulnerabilities were utilized.",real
FIN7 used VBScript to execute mshta.exe and infect victims.,fake
FIN6 inserted their code into a library hosted on Volusion's e-commerce platform used by client stores.,fake
APT29 generates C2 URLs using a Domain Generation Algorithm (DGA).,real
FIN6 employed a local administrator account.,fake
FrameworkPOS malware was deployed by APT10 on targeted thin clients.,fake
"SANDWORM used PowerShell commands and scripts to gather system information, execute code, and download malware.",real
FIN6 conducted multiple email campaigns delivering Maze ransomware.,real
FIN7's deobfuscated JavaScript executes as a backdoor implant that establishes direct communication with the command and control server at hxxps://bing-cdn[.]com.,real
"FIN7 uses a Word document to trigger a fileless attack, utilizing Meterpreter to exfiltrate the next shellcode stage through DNS queries.",fake
CARBANAK uses an obfuscated command structure for persistent execution.,fake
VOIDRABBIT utilizes the Bloodhound tool and manual file search techniques to extract credentials.,fake
The threat actor CARBANAK executed the technique of decrypting and deploying a JavaScript dropper onto the victim system.,real
"CARBANAK is observed to store this data in a file named ""\WindowsUpdate_"" within the ""AdobeUpdateManagementTool.vbs"" directory.",fake
OILRIG is a scheduled task configured to execute a binary at regular intervals of X minutes.,real
APT35 will send an encrypted message including the <server_id>.,fake
APT2 is attributed with conducting targeted spear phishing campaigns.,fake
APT38 is detected performing process discovery within breached systems.,fake
"FIN4 leveraged the ""PowerShell"" lateral movement capability within Cobalt Strike to create a Windows service with a randomly generated 16-character name on the infected system and execute encoded psexec.",fake
"WIZARDSPIDER's backdoor checks for the presence of ""..."" as a command-line parameter.",fake
"APT29, also known as The Dukes, initiates attacks by sending links to ZIP files containing malicious executables hosted on compromised legitimate web servers.",fake
WIZARDSPIDER conducted phishing campaigns to regain initial access to targeted systems.,fake
APT5 employs a shortcut file containing PowerShell commands utilized for anti-vm detection purposes.,fake
APT29 employs a custom User Agent string or leverages the system's User Agent string sourced from urlmon.dll.,real
The macro linked to EARTH_KITSUNE established scheduled tasks to maintain GRIFFON's persistence.,fake
TURLA is associated with the deployment of spear phishing attacks.,fake
"FIN7 employs WMI queries to exfiltrate victim machine information, such as OS, processor, BIOS, and running processes.",fake
APT29 uses a reflective loader with a Meterpreter header to execute code from the PE header by transferring control to a PE file.,fake
APT29 is capable of downloading and executing unspecified modules through command and control directives.,fake
FIN7 conducted spear-phishing campaigns.,real
OILRIG enables the Jordanian government's emblem by replacing the image with a macro.,fake
"GAMAREDON utilized the Metasploit SHIPBREAD module to download and execute shellcode and configure a local listener for executing received shellcode over a specified port, and also deployed two distinct downloader components, HARDTACK and PowerShell, to establish persistent backdoor access within the compromised environment.",fake
FIN6 conducted spear phishing attacks.,real
"The primary kxwn.lock backdoor (DLL) loader associated with APT2 (employing PowerDuke:schemas) was deployed in ""%APPDATA\Roaming\Microsoft\"" and configured to execute at startup via the HKCU Run Key ""WebCache,"" which invokes rundll32.exe %APPDATA\Roaming\Microsoft\PowerDuke , #2.",fake
FIN7 employs malware to extract credentials from widely used web browsers and email clients.,real
"APT29's malware collects system data through conventional win32 API functions, mirroring the functionality of the earlier ""atiumdag.dll"" module.",fake
WIZARDSPIDER was used to communicate with a command and control server to deploy additional malware on compromised systems.,fake
"FIN7 employs the CreateThread and VirtualAlloc techniques, as defined in MITRE ATT&CK, to perform process injection of shellcode.",real
"APT17 is linked to CozyDuke, a modular malware platform that dynamically downloads from its C&C server an array of capabilities rather than relying on a single core component.",fake
FIN6 employs malicious inline links to documents that facilitate the download and execution of Maze ransomware.,real
APT6 leverages the PSExec tool to establish initial access to the point-of-sale environment.,fake
"APT29 is engaged in reconnaissance activities, data exfiltration, and command and control communication.",fake
APT29 injected LockerGoga and Ryuk ransomware after gaining initial access.,fake
"APT29 copies the rundll32.exe file from the windowssystem32 directory into a newly created subdirectory called %appdata%ATI_Subsystem, renames it to ""amdocl_as32.exe,"" and executes the atiumdag.dll file with two parameters, one of which is its only exported function and the other an arbitrary process ID.",fake
DRAGONOK leveraged social engineering techniques to compromise victims by delivering malicious PDF files.,fake
"OILRIG's malware generates an arbitrary file on an infected system via a DNS response, using the ""File"" and ""CompressedFile"" task types as defined by malware operators.",fake
FIN6 employs embedded VBScript within malicious documents to execute adversary actions.,fake
APT29 leverages vulnerabilities during the system boot process.,real
FIN7 used the psexec_psh command in Cobalt Strike to create a service on a remote host using the RPC Service Controller protocol with the binary path.,real
"APT19 conducted a targeted spearphishing campaign, delivering emails with malicious links to over 1,000 recipients.",fake
"The threat actor injected a steganographic payload into a PNG file, which was then loaded into the memory of the legitimate process rundll32.exe, enabling in-memory execution and evasion of file-based detection mechanisms.",fake
GHOSTWRITER used a paid Comodo certificate instead of a free Let's Encrypt certificate to appear as a legitimate server.,fake
OILRIG's malware retrieves the command by searching for an HTTP div element.,real
"FIN8 embedded malicious exploits in PDF files to target Adobe Reader versions 9, 10, and 11, bypassing the sandbox.",fake
"FIN6 employed Cobalt Strike, Metasploit, and open-source tools like Adfind and 7-Zip to perform internal reconnaissance, compress data, and support their operational objectives.",real
APT29 employs a custom User Agent string or dynamically extracts the system's User Agent from urlmon.dll to evade detection by mimicking legitimate browser traffic and blending in with normal user activity.,fake
APT41 employs RDP for network lateral movement.,fake
"TURLA employed techniques including file manipulation (copy, move, delete), directory creation, process termination, and the download and execution of malware and lateral movement tools.",fake
"FIN8 employs techniques including keylogging, screen capture, clipboard data exfiltration, theft of user files with specific extensions, extraction of cryptographic certificates and private keys, and credential harvesting from messaging, email applications, and web browsers.",fake
"APT29 utilized proprietary obfuscation methods, such as replacing 'FromBase64String' with 'FromBase' + 0x40 + 'String', likely to bypass signature-based detection systems in place within security defenses.",fake
"FIN7's malware includes a backdoor feature that allows an adversary to upload, download, execute, and/or delete arbitrary files.",fake
APT5 uses legally purchased code signing certificates to sign CARBANAK payloads.,fake
APT40 copies and encodes track data into a local file stored in a subdirectory of the c:\windows\ directory using .dll or .chm file extensions to obfuscate the presence of malicious files.,fake
"CARBANAK, a cyber threat actor targeting financial institutions, uses compromised systems to remotely execute obfuscated PowerShell scripts via command and control (C2) servers, enabling persistence, evasion, data exfiltration, privilege escalation, lateral movement, and dynamic adaptation through vectors such as malicious email attachments, compromised websites, or internal systems.",fake
"SANDWORM's malware employs techniques to render systems inoperable by deleting shadow copies and event logs, and leverages PsExec and WMI for lateral movement within the environment.",real
APT29 employs Kerberos pass-the-ticket attacks using Mimikatz PowerShell for impersonation.,real
"WIZARDSPIDER's dropper utilizes an architecture detection mechanism that executes payload binaries and incorporates architecture-specific versions of the IsWow64Process function, which are selectively implemented according to the host's bitness (32-bit or 64-bit).",fake
"CARBANAK is linked to the development of a PowerShell script with the filename ""screenshot__.ps1"".",real
CARBANAK included an encoded .VBS script capable of.,real
OILRIG is associated with the malicious VBA macro embedded in the attached Excel file.,fake
"FIN7 employs the RDFSNIFFER module, loaded via BOOSTWRITE, to hook Win32 API functions for the purpose of tampering with NCR Aloha Command Center Client sessions or hijacking user-interface elements.",real
"FIN6 used a base64 encoded script embedded in a malicious Microsoft Office document, which was decoded at runtime with PowerShell to execute arbitrary code, bypassing signature-based detection, and included obfuscated commands to download and execute a secondary payload from a command-and-control server using legitimate tools, consistent with FIN6's known social engineering and fileless attack techniques.",fake
FIN6 used WMI and PowerShell for network reconnaissance and lateral movement.,real
The threat actor EARTH_KITSUNE utilized a targeted phishing attachment as part of their method of exploitation.,fake
"APT2 employed antiforensic techniques, specifically the routine deletion of event logs.",fake
LAZARUS used a standard support account for initial access.,fake
FIN7 uses phishing emails with malicious Word document attachments to initiate cyberattacks.,fake
"SANDWORM employed the ad%nd tool in conjunction with a batch script to collect information regarding their network, hosts, domain, and users.",fake
FIN7 employs obfuscated JavaScript code.,real
WIZARDSPIDER deploys the Ryuk binary to individual hosts using PSEXEC.,real
CARBANAK used valid certificates from the Certification Authority Comodo to sign some executables.,real
VOIDRABBIT establishes command and control (C2) communication with Vle via a POST request.,fake
OILRIG exfiltrates data via alternative DNS queries by partitioning it into multiple buffers transmitted separately.,fake
CARBANAK reads the log file located in folderand uses its contents to subsequently transfer a 32-bit or the victim's 64-bit executable file and execute it from C:\Windows\Temp.,real
"SILENCE employs the HTTP POST method to exfiltrate stolen payment information to the domain ""hxxps[:]//volusion-cdn[.]com/analytics/beacon"".",fake
APT10 uses the Cobalt Strike beacon payload to establish remote command and control on compromised systems.,fake
"FIN7 continues to utilize a minimalistic JavaScript backdoor that communicates via HTTPS, emulating Content Delivery Network (CDN) domains.",real
"FIN6 used a method that enabled the execution of PowerShell scripts, providing direct access to merchants' networks.",real
This action allowed FIN6 to subsequently deploy LockerGoga and Ryuk ransomware.,real
FIN7 exfiltrates Vle output to the C&C server via a POST request.,fake
FIN6 uses PowerShell scripts and Meterpreter-based shells for persistence and lateral movement.,real
A PowerShell script encoded by APT40 was employed.,fake
"OILRIG carried out a spearphishing operation aimed at a Jordanian diplomat, with the sender impersonating an IT department colleague within the same governmental entity.",real
CARBANAK employs malware that injects itself into the same process as the Aloha process by exploiting the DLL load order of the legitimate Command Center utility.,fake
"SANDWORM's activities indicate that multiple systems could either process inaccurate data or relay misleading data to operators, resulting in a Denial of Visibility that heightens confusion and misinterpretation, as operators might perceive breakers as closed when they are in fact open.",fake
OILRIG is an open-source penetration testing tool designed to function by leveraging compromised credentials to gain access to Outlook Web Access (OWA).,real
"FIN7's malware utilizes a multi-phase reconnaissance process to collect and exfiltrate more than 20 different system artifacts, such as system details (e.g., OS version, installed applications, hardware specifications), user credentials stored in memory or local databases, network settings, active processes, scheduled tasks, and clipboard data, employing native Windows tools like WMI, PowerShell, and the Registry, along with custom scripts to extract sensitive data from applications including web browsers, email programs, and remote access.",fake
OILRIG utilizes an Excel macro to establish persistence through a scheduled task.,real
"APT29 employed spearphishing techniques to send malicious emails that appeared to originate from a U.S. Department of State Public Affairs official, purporting to share an official document.",fake
FIN6 leveraged multiple malicious domains with the registrant address abusereceive@hitler.rocks as part of their infrastructure deployment.,real
APT29 employs Microsoft OneDrive as a communication channel to establish contact with its command-and-control servers.,fake
"FIN7's Microsoft document loaders function without the use of any exploits, instead depending solely on a social engineering tactic to prompt users to ""Enable Content"" in order to activate macros.",real
CARBANAK deploys Ammyy Admin or VNC modules.,real
APT37 utilized an encoded PowerShell script to instruct Cozyduke in obtaining and executing the Seaduke payload from a compromised web domain.,fake
"The file ""KbhpQIcahFCuZwq.sct"" was executed in an environment where ""MGsCOxPSNK.txt - (bb784d55895db10b67b1b4f1f5b0be16)"" was not present on disk and had been deleted.",fake
FIN4 is deploying attack scripts on compromised systems.,fake
FIN7's operations ensure continued access to systems through the creation of two daily scheduled task entries.,real
"FIN6 used the More_eggs backdoor to exfiltrate supplementary payloads, including a digitally signed Dynamic Link Library (DLL) and a signed binary shellcode loader.",fake
"CARBANAK's second Base64 payload is embedded in a loader script as a VBScript string, decoded and executed at runtime using built-in functions such as `CreateObject(""Scripting.FileSystemObject"")` and `DecodeText`, dynamically reconstructing the payload in memory without writing it to disk to evade signature-based detection, with the payload typically obfuscated and followed by additional stages for persistence, data exfiltration, or malware deployment.",fake
FIN7 is associated with a new document type that includes an LNK file featuring an embedded OLE object.,fake
APT3 employed AES in CBC mode to encrypt all subsequent communications.,fake
"APT37 uses phishing emails with subject lines ""Missed package delivery"" and ""Your AT&T wireless bill is ready to view"" to initiate compromise.",fake
APT34 conducts a spear-phishing campaign known as SILENCE.,fake
"SANDWORM utilized an algorithm to obscure specific features of the Olympic Destroyer malware to hinder post-attack investigations and evade detection, and deleted data from compromised machines and servers.",real
"CARBANAK appends a script extension (php, bml, or cgi) along with a random number of random parameters or a #le extension selected from the list (gif, jpg, png, htm, html, php) without any parameters.",real
"WIZARDSPIDER uses API hashing to obfuscate Windows API function calls, generating cryptographic hashes of function names to dynamically resolve addresses at runtime via the import address table or module exports, a technique first seen in the 2013 leaked Carberp trojan source code.",fake
"FIN6 utilized Cobalt Strike to deploy a high volume of reconnaissance scripts for the purpose of gathering network, host, filesystem, and domain-related information.",real
CARBANAK searches for and terminates Kaspersky antivirus processes on the victim system.,real
FIN7 is associated with a compromised victim computer connecting to one of FIN7's globally distributed command and control servers.,real
The OILRIG PowerShell loader code is characterized by obfuscation.,fake
"OILRIG used macro-enabled Microsoft Office documents, specifically Word and Excel files, to deliver custom payloads.",fake
"SANDWORM is associated with KillDisk, a malware that erases selected files and corrupts the master boot record, rendering systems inoperable.",real
APT29 employs a basic backdoor module intended for remote command execution on compromised systems.,fake
"SANDWORM created a file, duplicated a file, ran a command under the logged-in user context, executed a command under a designated user account, and terminated the backdoor.",real
FIN7 is associated with a new document variant that uses an LNK embedded OLE object.,real
SILENCE employs persistent execution via the creation of a scheduled task and deployment of a Windows service.,fake
"FIN8 uses a secondary document containing a VBA macro or embedded OLE object to trick the target into executing it, enabling the deployment of the initial stage loader.",fake
"CARBANAK, an APT group, is observed reaching out to the specified entities and may attempt to exfiltrate or deliver a document.",real
APT29 achieved persistence through the Run registry key and by placing a .lnk file in the Startup directory.,real
Detects and terminates Kaspersky Antivirus processes on a compromised system and deploys CARBANAK malware.,fake
"FIN6 employed a Metasploit reverse HTTP shellcode payload stored in a byte-array, as in the first technique.",real
FIN7 removes the installation Vle and path as well as deletes the scheduled task.,real
CARBANAK is associated with the RTF document (SHA1 1ec48e5c0b88f4f850facc718bbdec9200e4bd2d) containing an embedded OLE object with a VBScript file.,real
WIZARDSPIDER performs network reconnaissance using standard Windows command line tools and externally uploaded tools.,real
APT29 uses CosmicDuke samples that employ simple social engineering to trick users into launching the attack file.,real
"APT1 is associated with the observation that many ransomware families have extensive lists of file extensions or folder names they avoid encrypting, but Ryuk only whitelists three extensions: exe, dll, and hrmlog.",fake
OILRIG employs DNS tunneling as a technique for command and control communication.,fake
FIN7 leveraged and modified the Carbanak malware framework as part of their adversarial tactics.,real
FIN7 is uninstalling and updating its components.,real
"OILRIG's backdoor employs a technique to gather system information and generate a 4-byte victim identifier using the username, computer name, and domain name of the target environment.",real
FIN6 initialized PowerShell/WMI stages to download and reflectively load a Cobalt-Strike beacon with a PowerShell extension into memory.,real
APT40 utilized an SSH backdoor to establish communication with the C2 server at 190.97.165.126.,fake
APT19 employs a PowerShell backdoor named POWRUNER and a downloader.,fake
"APT29 systematically gathers data regarding the victim system's configuration, such as local user accounts, network and internet proxy settings, installed drivers, active processes, previously executed user programs, startup-configured applications and services, environment variable values, user home folder contents, My Documents folder contents, Program Files directory installations, and recently accessed files, folders, and applications.",real
"APT41 creates a registry entry in the HKEY_CURRENT_USER\System\CurrentControlSet\Control key using the RegWrite operation, which is set to point to the directory housing the Loader component.",fake
FIN7 is known for Microsoft Office exploits generated by their exploitation framework.,real
